rule,iteration,angle_to_maxmargin_deg,angle_to_active_deg,tau,t_times_tau
fixed,56,6.683447263081789,4.626485210938325,0.2,11.200000000000001
fixed,59,6.2408730855670775,5.069059388453021,0.2,11.8
fixed,63,5.66011018453355,5.64982228948649,0.2,12.600000000000001
fixed,66,5.233014051765986,6.076918422254079,0.2,13.200000000000001
fixed,70,4.676391754476699,6.633540719543544,0.2,14.0
fixed,75,4.0030245172323955,7.3069079567878426,0.2,15.0
fixed,79,3.4832133237569995,7.826719150262978,0.2,15.8
fixed,84,2.857686553088269,8.452245920931972,0.2,16.8
fixed,89,2.259246404461143,9.050686069558932,0.2,17.8
fixed,94,1.7523041438536349,9.557628330166155,0.2,18.8
fixed,100,1.312751996724507,9.997180477295565,0.2,20.0
fixed,106,1.0001717646402095,10.309760709379278,0.2,21.200000000000003
fixed,112,0.7744319410048822,10.535500533014734,0.2,22.400000000000002
fixed,119,0.5859576081439544,10.723974865875848,0.2,23.8
fixed,126,0.4523427097065428,10.857589764314445,0.2,25.200000000000003
fixed,134,0.3444301021323991,10.965502371887595,0.2,26.8
fixed,142,0.2684163681361267,11.041516105882954,0.2,28.400000000000002
fixed,150,0.21371584808163127,11.096216625936684,0.2,30.0
fixed,159,0.1693004303477629,11.14063204367218,0.2,31.8
fixed,169,0.13413418408968772,11.175798289928869,0.2,33.800000000000004
fixed,179,0.10885776965569943,11.201074704361057,0.2,35.800000000000004
fixed,190,0.08860915393330393,11.221323320080767,0.2,38.0
fixed,201,0.07367360040022475,11.236258873615583,0.2,40.2
fixed,213,0.061465864605700166,11.248466609404757,0.2,42.6
fixed,226,0.051514446900649456,11.258418027110302,0.2,45.2
fixed,240,0.043391456384182896,11.266541017636225,0.2,48.0
fixed,254,0.03712629767901854,11.272806176334257,0.2,50.800000000000004
fixed,269,0.03186083583757244,11.278071638177495,0.2,53.800000000000004
fixed,285,0.027423438359560043,11.282509035652232,0.2,57.0
fixed,303,0.023475410131492108,11.286457063883992,0.2,60.6
fixed,321,0.020329991409510886,11.289602482578031,0.2,64.2
fixed,340,0.01764953323928022,11.29228294076392,0.2,68.0
fixed,360,0.015358556451266403,11.294573917534708,0.2,72.0
fixed,382,0.01331109842650013,11.296621375551267,0.2,76.4
fixed,405,0.011570898953646254,11.298361575032725,0.2,81.0
fixed,429,0.010086656901315204,11.299845817077031,0.2,85.80000000000001
fixed,455,0.008770833048866127,11.301161640947214,0.2,91.0
fixed,482,0.007651361851851047,11.302281112068588,0.2,96.4
fixed,511,0.006664554133297722,11.30326791985951,0.2,102.2
fixed,542,0.005800025792894044,11.304132448077779,0.2,108.4
fixed,575,0.005046226302962581,11.30488624765901,0.2,115.0
fixed,609,0.004408302127455309,11.305524171824612,0.2,121.80000000000001
fixed,646,0.003837750908007535,11.306094723089094,0.2,129.20000000000002
fixed,684,0.003355847759817154,11.30657662608608,0.2,136.8
fixed,726,0.0029181407466185388,11.307014333232555,0.2,145.20000000000002
fixed,769,0.002550093111983004,11.307382380775003,0.2,153.8
fixed,815,0.00222585322976622,11.307706620720737,0.2,163.0
fixed,864,0.0019417926825954159,11.307990681114278,0.2,172.8
fixed,916,0.0016939835204335244,11.308238490329675,0.2,183.20000000000002
fixed,971,0.0014784692502680635,11.308454004758977,0.2,194.20000000000002
fixed,1029,0.0012914446135394585,11.308641029355936,0.2,205.8
fixed,1091,0.0011269569578761245,11.308805516918138,0.2,218.20000000000002
fixed,1157,0.0009830494504583782,11.308949424059715,0.2,231.4
fixed,1226,0.0008592696268821214,11.309073204221319,0.2,245.20000000000002
fixed,1300,0.0007500098986749247,11.309182464256,0.2,260.0
fixed,1378,0.0006552650161730828,11.309277208554805,0.2,275.6
fixed,1460,0.0005732013975394042,11.309359271075559,0.2,292.0
fixed,1548,0.0005006630868828649,11.309431810509578,0.2,309.6
fixed,1641,0.0004375671148911529,11.30949490667705,0.2,328.20000000000005
fixed,1739,0.00038278682211893427,11.309549686460471,0.2,347.8
fixed,1844,0.0003344439632601659,11.309598029230685,0.2,368.8
fixed,1954,0.0002927186323070751,11.30963975348812,0.2,390.8
fixed,2072,0.0002558359478060628,11.309676635292066,0.2,414.40000000000003
fixed,2196,0.0002239036647735995,11.309708566781078,0.2,439.20000000000005
fixed,2328,0.00019588291589961207,11.309736589633623,0.2,465.6
fixed,2468,0.0001713874838042866,11.309761085037742,0.2,493.6
fixed,2616,0.00015003599213606338,11.309782435590146,0.2,523.2
fixed,2773,0.0001313563426385466,11.309801116638324,0.2,554.6
fixed,2939,0.00011505688828703927,11.309817413797433,0.2,587.8000000000001
fixed,3115,0.00010079230918981804,11.309831676040925,0.2,623.0
fixed,3302,8.828613986118854e-05,11.309844183068867,0.2,660.4000000000001
fixed,3501,7.730777755593905e-05,11.30985516364685,0.2,700.2
fixed,3711,6.774466582807072e-05,11.30986472588018,0.2,742.2
fixed,3934,5.935415721624214e-05,11.30987310914333,0.2,786.8000000000001
fixed,4170,5.203118234839089e-05,11.309880435036847,0.2,834.0
fixed,4420,4.561900424649186e-05,11.309886845677795,0.2,884.0
fixed,4685,3.999088882783295e-05,11.309892460312179,0.2,937.0
fixed,4966,3.508791561959799e-05,11.30989738019971,0.2,993.2
fixed,5265,3.075955805706284e-05,11.309901705342936,0.2,1053.0
fixed,5581,2.699869328381941e-05,11.309905482299081,0.2,1116.2
fixed,5916,2.367586827588284e-05,11.309908792275795,0.2,1183.2
fixed,6271,2.0790746916525475e-05,11.309911692392593,0.2,1254.2
fixed,6647,1.8211614282110064e-05,11.30991423277404,0.2,1329.4
fixed,7046,1.599544413577957e-05,11.309916462580537,0.2,1409.2
fixed,7469,1.4054888045735014e-05,11.309918417990296,0.2,1493.8000000000002
fixed,7917,1.2313298636799924e-05,11.309920131467972,0.2,1583.4
fixed,8392,1.0833173112455685e-05,11.309921634924324,0.2,1678.4
fixed,8896,9.468807791963592e-06,11.309922955131455,0.2,1779.2
fixed,9430,8.321556147031972e-06,11.309924112878146,0.2,1886.0
fixed,9996,7.294645231227028e-06,11.30992512875074,0.2,1999.2
fixed,10596,6.445849674396954e-06,11.309926020394053,0.2,2119.2000000000003
fixed,11232,5.663293681020318e-06,11.309926803060423,0.2,2246.4
fixed,11906,4.90455619685548e-06,11.309927490022163,0.2,2381.2000000000003
fixed,12621,4.353408482428142e-06,11.309928093655257,0.2,2524.2000000000003
fixed,13378,3.7215130446689415e-06,11.30992862311721,0.2,2675.6000000000004
fixed,14182,3.306651113363206e-06,11.309929089022726,0.2,2836.4
fixed,15033,2.831646840510158e-06,11.309929497637004,0.2,3006.6000000000004
fixed,15935,2.561320938754782e-06,11.309929856604047,0.2,3187.0
fixed,16892,2.2588727439225506e-06,11.309930172283986,0.2,3378.4
fixed,17905,1.7075472925031877e-06,11.30993044930102,0.2,3581.0
fixed,18980,1.4787793334710982e-06,11.309930693045203,0.2,3796.0
fixed,20119,1.4787793334710982e-06,11.309930907187807,0.2,4023.8
fixed,21327,8.537736462515939e-07,11.309931095531045,0.2,4265.400000000001
fixed,22607,8.537736462515939e-07,11.309931261047977,0.2,4521.400000000001
fixed,23964,8.537736462515939e-07,11.309931406601716,0.2,4792.8
fixed,25402,0.0,11.309931534560306,0.2,5080.400000000001
fixed,26927,8.537736462515939e-07,11.309931647147843,0.2,5385.400000000001
fixed,28543,0.0,11.30993174614283,0.2,5708.6
fixed,30257,0.0,11.30993183327362,0.2,6051.400000000001
fixed,32073,0.0,11.30993190988745,0.2,6414.6
fixed,33998,0.0,11.309931977296268,0.2,6799.6
fixed,36039,0.0,11.30993203662429,0.2,7207.8
fixed,38202,0.0,11.309932088821348,0.2,7640.400000000001
fixed,40495,0.0,11.30993213476408,0.2,8099.0
fixed,42925,0.0,11.309932175192692,0.2,8585.0
fixed,45502,0.0,11.309932210796893,0.2,9100.4
fixed,48233,0.0,11.309932242132914,0.2,9646.6
fixed,51128,0.0,11.309932269723197,0.2,10225.6
fixed,54197,0.0,11.309932294018495,0.2,10839.400000000001
fixed,57450,0.0,11.309932315411148,0.2,11490.0
fixed,60899,0.0,11.309932334254603,0.2,12179.800000000001
fixed,64554,0.0,11.309932350845905,0.2,12910.800000000001
fixed,68429,0.0,11.30993236546202,0.2,13685.800000000001
fixed,72536,0.0,11.309932378335215,0.2,14507.2
fixed,76890,0.0,11.30993238967717,0.2,15378.0
fixed,81505,0.0,11.3099323996689,0.2,16301.0
fixed,86397,0.0,11.309932408472653,0.2,17279.4
fixed,91583,0.0,11.309932416230525,0.2,18316.600000000002
fixed,97080,0.0,11.309932423066485,0.2,19416.0
fixed,102907,0.0,11.309932429090974,0.2,20581.4
fixed,109084,0.0,11.309932434400913,0.2,21816.800000000003
fixed,115631,0.0,11.3099324390805,0.2,23126.2
fixed,122572,0.0,11.309932443206058,0.2,24514.4
fixed,129929,0.0,11.309932446842556,0.2,25985.800000000003
fixed,137728,0.0,11.309932450048569,0.2,27545.600000000002
fixed,145995,0.0,11.309932452875318,0.2,29199.0
fixed,154758,0.0,11.309932455367525,0.2,30951.600000000002
fixed,164047,0.0,11.30993245756509,0.2,32809.4
fixed,173894,0.0,11.309932459502782,0.2,34778.8
fixed,184331,0.0,11.309932461211577,0.2,36866.200000000004
fixed,195395,0.0,11.309932462718786,0.2,39079.0
fixed,207124,0.0,11.30993246404799,0.2,41424.8
fixed,219556,0.0,11.309932465220239,0.2,43911.200000000004
fixed,232734,0.0,11.30993246625441,0.2,46546.8
fixed,246704,0.0,11.30993246716669,0.2,49340.8
fixed,261512,0.0,11.30993246797154,0.2,52302.4
fixed,277208,0.0,11.309932468681454,0.2,55441.600000000006
fixed,293847,0.0,11.309932469307913,0.2,58769.4
fixed,311485,0.0,11.309932469860708,0.2,62297.0
fixed,330181,0.0,11.309932470348441,0.2,66036.2
fixed,350000,0.0,11.309932470778891,0.2,70000.0
type1,1,11.309932474020162,0.0,0.5,0.5
type1,2,11.309932474020195,0.0,0.4113334789445748,0.8226669578891496
type1,3,11.309932474020162,0.0,0.3422964551942977,1.026889365582893
type1,4,11.309932474020162,0.0,0.28945766761396735,1.1578306704558694
type1,5,11.309932474020195,0.0,0.24881071559963217,1.2440535779981607
type1,6,11.309932474020195,0.0,0.21709031610507254,1.3025418966304352
type1,7,11.309932474020227,8.537736462515939e-07,0.1919069118163146,1.3433483827142023
type1,8,11.309932474020162,0.0,0.17156719179381894,1.3725375343505515
type1,9,11.309932474020195,0.0,0.15487441215512224,1.3938697093961
type1,10,11.309932474020195,0.0,0.14097457356388748,1.4097457356388747
type1,11,11.309932474020162,0.0,0.12924929995472542,1.4217422995019797
type1,12,11.309932474020162,0.0,0.11924352096323741,1.430922251558849
type1,13,11.309932474020195,0.0,0.11061686654587925,1.4380192650964303
type1,14,11.309932474020195,0.0,0.10311076615308722,1.443550726143221
type1,15,11.309932474020162,0.0,0.0965259043357001,1.4478885650355016
type1,16,11.309932474020162,0.0,0.09070654973146039,1.4513047957033662
type1,17,11.309932474020162,0.0,0.08552949777945454,1.4540014622507271
type1,18,11.309932474020162,0.0,0.08089615249009306,1.4561307448216751
type1,20,11.309932474020162,0.0,0.07295624654779093,1.4591249309558185
type1,21,11.309932474020195,0.0,0.06953091366309702,1.4601491869250374
type1,22,11.309932474020195,0.0,0.0664062004579486,1.460936410074869
type1,23,11.309932474020227,8.537736462515939e-07,0.0635447908016058,1.4615301884369334
type1,25,11.309932474020195,0.0,0.05849080325471862,1.4622700813679657
type1,26,11.309932474020195,0.0,0.056248732652176676,1.4624670489565936
type1,28,11.309932474020195,0.0,0.052236026620633,1.4626087453777241
type1,29,11.309932474020162,0.0,0.050433836563796804,1.4625812603501074
type1,31,11.309932474020195,0.0,0.047173613129128086,1.4623820070029707
type1,33,11.309932474020195,0.0,0.0443042760100472,1.4620411083315576
type1,35,11.309932474020227,8.537736462515939e-07,0.04176009737698771,1.4616034081945697
type1,37,11.309932474020195,0.0,0.039489208240529004,1.4611007048995732
type1,39,11.309932474020195,0.0,0.03745014776276448,1.4605557627478147
type1,42,11.309932474020162,0.0,0.0347546138768439,1.4596937828274439
type1,44,11.309932474020162,0.0,0.03316148904647759,1.4591055180450139
type1,47,11.309932474020227,8.537736462515939e-07,0.0310259841742085,1.4582212561877996
type1,50,11.309932474020195,0.0,0.02914698094445668,1.4573490472228339
type1,53,11.309932474020162,0.0,0.027481115077613572,1.4564990991135194
type1,56,11.309932474020162,0.0,0.02599423882968287,1.4556773744622407
type1,59,11.309932474020195,0.0,0.02465910328749346,1.4548870939621141
type1,63,11.309932474020162,0.0,0.02307753365763132,1.4538846204307734
type1,66,11.309932474020195,0.0,0.02201774847884216,1.4531713996035827
type1,70,11.309932474020195,0.0,0.020746725663107164,1.4522707964175015
type1,75,11.309932474020195,0.0,0.019349631183771483,1.4512223387828613
type1,79,11.309932474020195,0.0,0.018360020054299087,1.4504415842896279
type1,84,11.309932474020195,0.0,0.017256341028660534,1.449532646407485
type1,89,11.309932474020162,0.0,0.0162774392041958,1.4486920891734263
type1,94,11.309932474020195,0.0,0.015403337599643909,1.4479137343665274
type1,100,11.309932474020227,8.537736462515939e-07,0.014470538126080313,1.4470538126080312
type1,106,11.309932474020195,0.0,0.013644022396680026,1.4462663740480828
type1,112,11.309932474020195,0.0,0.012906638962809401,1.445543563834653
type1,119,11.309932474020195,0.0,0.012140948039537278,1.444772816704936
type1,126,11.30993247402013,0.0,0.011460882474434836,1.4440711917787892
type1,134,11.309932474020162,0.0,0.0107712208825472,1.4433435982613247
type1,142,11.309932474020162,0.0,0.010159756303235538,1.4426853950594465
type1,150,11.309932474020195,0.0,0.00961391931733444,1.442087897600166
type1,159,11.309932474020162,0.0,0.009065906736248698,1.4414791710635428
type1,169,11.309932474020195,0.0,0.008525866141074286,1.4408713778415543
type1,179,11.309932474020195,0.0,0.008046514529435316,1.4403261007689216
type1,190,11.309932474020195,0.0,0.007577834817258572,1.4397886152791286
type1,201,11.309932474020195,0.0,0.007160734188029194,1.439307571793868
type1,213,11.309932474020195,0.0,0.00675510942950087,1.4388383084836853
type1,226,11.309932474020195,0.0,0.006364540765152843,1.4383862129245426
type1,240,11.309932474020162,0.0,0.005991480782289277,1.4379553877494264
type1,254,11.309932474020195,0.0,0.005659741322142611,1.437574295824223
type1,269,11.309932474020162,0.0,0.005342799981159199,1.4372131949318245
type1,285,11.309932474020195,0.0,0.005041663451541612,1.4368740836893594
type1,303,11.309932474020195,0.0,0.004741059159850838,1.4365409254348038
type1,321,11.309932474020195,0.0,0.0044743028299471,1.4362512084130192
type1,340,11.309932474020195,0.0,0.004223486259547117,1.4359853282460198
type1,360,11.309932474020195,0.0,0.003988175189034271,1.4357430680523375
type1,382,11.309932474020162,0.0,0.0037578907804481695,1.4355142781312007
type1,405,11.309932474020195,0.0,0.003543977052617652,1.435310706310149
type1,429,11.309932474020195,0.0,0.003345293579854425,1.4351309457575483
type1,455,11.309932474020195,0.0,0.0031537754353470147,1.4349678230828917
type1,482,11.309932474020195,0.0,0.0029768207812923514,1.4348276165829135
type1,511,11.309932474020162,0.0,0.0028076413222985976,1.4347047156945834
type1,542,11.309932474020162,0.0,0.0026468630598966,1.4345997784639573
type1,575,11.309932474020195,0.0,0.0024948051977656295,1.434512988715237
type1,609,11.309932474020195,0.0,0.0023554118703242146,1.4344458290274467
type1,646,11.309932474020162,0.0,0.0022204240404660952,1.4343939301410975
type1,684,11.309932474020195,0.0,0.0020970169131815926,1.4343595686162094
type1,726,11.309932474020195,0.0,0.0019756747500436754,1.4343398685317084
type1,769,11.309932474020195,0.0,0.0018651962619633694,1.4343359254498311
type1,815,11.309932474020195,0.0,0.0017599342860507977,1.4343464431314001
type1,864,11.309932474020162,0.0,0.001660151814055283,1.4343711673437645
type1,916,11.309932474020162,0.0,0.0015659493586139294,1.4344096124903594
type1,971,11.309932474020195,0.0,0.0014773029087545735,1.4344611244006908
type1,1029,11.309932474020162,0.0,0.0013940961456584727,1.4345249338825685
type1,1091,11.309932474020162,0.0,0.0013149417901015827,1.4346014930008268
type1,1157,11.309932474020195,0.0,0.0012400088299379798,1.4346902162382427
type1,1226,11.309932474020195,0.0,0.0011703009093025096,1.4347889148048767
type1,1300,11.309932474020162,0.0,0.0011037689641519022,1.4348996533974727
type1,1378,11.309932474020195,0.0,0.0010413789398220012,1.4350201790747177
type1,1460,11.309932474020162,0.0,0.0009829791858423486,1.435149611329829
type1,1548,11.309932474020162,0.0,0.0009271901067377394,1.4352902852300204
type1,1641,11.309932474020195,0.0,0.0008747347743705737,1.4354397647421113
type1,1739,11.309932474020195,0.0,0.0008255302865270784,1.4355971682705895
type1,1844,11.309932474020195,0.0,0.000778614320067125,1.4357648062037784
